3489,0.097960085
3490,0.22026645
3491,0.14809857
3492,0.59667414
3493,0.41818446
3494,0.03193336
3495,0.6069586
3496,0.047721352
3497,0.6411328
3498,0.18853503
3499,0.45809245
3500,0.2771302
3501,0.051248662
3502,0.08942303
3503,0.10021119
3504,0.29578072
3505,0.10847679
3506,0.08106041
3507,0.046875723
3508,0.17531818
3509,0.41841957
3510,0.24212186
3511,0.35895348
3512,0.22062916
3513,0.17282254
3514,0.2995337
3515,0.6691459
3516,0.27757663
3517,0.64142585
3518,0.3180885
3519,0.16045596
3520,0.07930379
3521,0.040888544
3522,0.57528013
3523,0.5140348
3524,0.8073374
3525,0.07951355
3526,0.19494483
3527,0.21177329
3528,0.036410872
3529,0.104563974
3530,0.13171184
3531,0.19495685
3532,0.83975595
3533,0.024108995
3534,0.041933607
3535,0.13538119
3536,0.008465813
3537,0.90527385
3538,0.41290933
3539,0.021699894
3540,0.053472165
3541,0.057202764
3542,0.006693834
3543,0.033343337
3544,0.6227174
3545,0.30960575
3546,0.3900102
3547,0.017425152
3548,0.090341516
3549,0.15578863
3550,0.08230875
3551,0.5773365
3552,0.044539627
3553,0.021533636
3554,0.29325858
3555,0.010472124
3556,0.46736088
3557,0.4980249
3558,0.009477075
3559,0.23398986
3560,0.55985177
3561,0.23018
3562,0.06913005
3563,0.08363064
3564,0.23485202
3565,0.0056485734
3566,0.0202012
3567,0.13999473
3568,0.023952262
3569,0.79659325
3570,0.71515715
3571,0.19702905
3572,0.19422908
3573,0.26635283
3574,0.42461163
3575,0.0484216
3576,0.46863753
3577,0.033354692
3578,0.041543942
3579,0.09371856
3580,0.34325436
3581,0.12011141
3582,0.18737096
3583,0.08908997
3584,0.2050198
3585,0.12838528
3586,0.6718855
3587,0.5848816
3588,0.29525095
3589,0.25798655
3590,0.11106158
3591,0.4691652
3592,0.11272744
3593,0.58260226
3594,0.6539935
3595,0.053589232
3596,0.31194246
3597,0.5445245
3598,0.04994922
3599,0.03325137
3600,0.7094136
3601,0.12794438
3602,0.09479628
3603,0.26094216
3604,0.35438776
3605,0.027407384
3606,0.15189008
3607,0.061099853
3608,0.50634485
3609,0.42006844
3610,0.2423182
3611,0.49665922
3612,0.071831234
3613,0.81910795
3614,0.25769123
3615,0.038914606
3616,0.029427795
3617,0.0571427
3618,0.403131
3619,0.05584016
3620,0.036255427
3621,0.22363067
3622,0.022191904
3623,0.32048485
3624,0.08620441
3625,0.10737528
3626,0.12406852
3627,0.2491573
3628,0.03810996
3629,0.020438308
3630,0.43702284
3631,0.0244556
3632,0.1336926
3633,0.76268834
3634,0.17826769
3635,0.5910005
3636,0.10670282
3637,0.25459987
3638,0.07189497
3639,0.7095787
3640,0.01717786
3641,0.055852853
3642,0.43226886
3643,0.7437483
3644,0.31024835
3645,0.10652051
3646,0.47859868
3647,0.13511343
3648,0.3240778
3649,0.3569767
3650,0.23489216
3651,0.17263027
3652,0.57412046
3653,0.045453757
3654,0.3119515
3655,0.06290877
3656,0.19121641
3657,0.19546534
3658,0.7552611
3659,0.41516572
3660,0.38083214
3661,0.016287863
3662,0.50180894
3663,0.028777383
3664,0.022716705
3665,0.08856961
3666,0.10073009
3667,0.14377838
3668,0.017890565
3669,0.8090208
